idd_cus_customer,first_name,last_name,gender,city,segment,d_created,country,d_birth_date,age_years,age_group
100292,Roberts,Upenieks,F,Ogre,Retail,2023-06-11,LV,1975-10-07,50,45-54
100293,Karlis,Kalnina,M,Ogre,Retail,2023-06-19,LV,1984-05-02,41,35-44
100294,Aleksandrs,Abele,F,Ventspils,Retail,2021-04-01,LV,1959-12-14,66,65+
100295,Roberts,Berzins,F,Jurmala,Retail,2023-11-01,LV,2004-01-17,21,18-24
100296,Andris,Ozolins,M,Cesis,Retail,2019-07-16,LV,1947-09-22,78,65+
100297,Rihards,Kalnina,M,Cesis,Retail,2016-05-28,LV,1955-12-24,70,65+
100298,Kristaps,Eglitis,F,Jelgava,Retail,2022-03-22,LV,1953-12-22,72,65+
100299,Elina,Lacis,M,Riga,Retail,2016-05-05,LV,1954-04-12,71,65+
100300,Marta,Jansons,F,Riga,Retail,2022-04-29,LV,2005-07-03,20,18-24
100301,Andris,Liepa,F,Jelgava,Retail,2025-04-01,LV,1971-11-11,54,45-54
100302,Laura,Abele,M,Daugavpils,Retail,2018-01-26,LV,2002-10-11,23,18-24
100303,Ilze,Upenieks,M,Cesis,Retail,2024-04-12,LV,1990-11-28,35,35-44
100304,Karlis,Vilsons,F,Daugavpils,Retail,2019-12-31,LV,1964-02-24,61,55-64
100305,Anna,Jansons,F,Ogre,Retail,2020-06-18,LV,1997-05-17,28,25-34
100306,Maija,Kreicbergs,F,Ogre,SME,2016-09-29,LV,2002-05-22,23,18-24
100307,Ilze,Krastins,M,Liepaja,Retail,2016-05-12,LV,2001-07-11,24,18-24
100308,Maija,Krastins,F,Riga,Retail,2020-07-30,LV,1961-07-23,64,55-64
100309,Janis,Ezerina,F,Liepaja,Retail,2020-01-12,LV,1997-05-18,28,25-34
100310,Ilze,Ezerina,F,Jurmala,Retail,2020-03-19,LV,1997-03-07,28,25-34
100311,Marta,Kalejs,F,Jelgava,Retail,2022-08-02,LV,1988-07-22,37,35-44
100312,Aleksandrs,Eglitis,F,Jelgava,Retail,2025-04-02,LV,1991-07-22,34,25-34
100313,Kristaps,Vilsons,M,Ogre,Retail,2022-04-01,LV,1981-12-06,44,35-44
100314,Elina,Lacis,F,Cesis,Retail,2017-11-01,LV,1954-10-19,71,65+
100315,Elina,Lacis,F,Daugavpils,Retail,2022-07-21,LV,1993-05-13,32,25-34
100316,Kristaps,Kalejs,F,Riga,SME,2020-12-24,LV,1999-09-27,26,25-34
100317,Rihards,Eglitis,F,Liepaja,Retail,2022-08-10,LV,1947-01-10,78,65+
100318,Dace,Upenieks,M,Daugavpils,SME,2015-09-21,LV,1992-05-07,33,25-34
100319,Janis,Berzins,M,Liepaja,Retail,2020-12-30,LV,1999-07-26,26,25-34
100320,Maija,Upenieks,M,Jurmala,Retail,2025-06-17,LV,1944-10-20,81,65+
100321,Marta,Liepa,F,Jurmala,Retail,2022-05-26,LV,1945-11-11,80,65+
100322,Roberts,Jansons,F,Daugavpils,Retail,2019-09-03,LV,1986-08-15,39,35-44
100323,Ilze,Ozolins,M,Daugavpils,Retail,2015-12-23,LV,1994-08-22,31,25-34
100324,Janis,Lacis,M,Daugavpils,SME,2016-04-11,LV,1979-04-17,46,45-54
100325,Andris,Krastins,M,Liepaja,SME,2021-11-29,LV,1991-08-26,34,25-34
100326,Karlis,Eglitis,F,Ventspils,Retail,2021-03-07,LV,1955-12-06,70,65+
100327,Ilze,Upenieks,F,Daugavpils,Retail,2023-09-24,LV,1952-11-03,73,65+
100328,Marta,Ozolins,M,Cesis,Retail,2017-09-21,LV,1969-05-17,56,55-64
100329,Anna,Liepa,M,Riga,SME,2015-07-13,LV,1958-11-21,67,65+
100330,Anna,Abele,M,Riga,Retail,2017-06-06,LV,1956-10-11,69,65+
100331,Laura,Kreicbergs,F,Liepaja,Retail,2025-05-03,LV,2002-02-27,23,18-24
100332,Janis,Jansons,F,Daugavpils,Retail,2022-06-15,LV,1958-04-22,67,65+
100333,Aleksandrs,Liepa,F,Ogre,Retail,2015-08-05,LV,1997-05-08,28,25-34
100334,Marta,Liepa,M,Jelgava,Corporate,2017-02-23,LV,1994-04-05,31,25-34
100335,Marta,Upenieks,M,Ventspils,Retail,2016-02-22,LV,2001-01-02,24,18-24
100336,Kristaps,Berzins,F,Cesis,Retail,2019-01-06,LV,1962-04-16,63,55-64
100337,Andris,Kalejs,M,Ogre,Retail,2021-03-26,LV,1948-10-28,77,65+
100338,Aleksandrs,Lacis,F,Jurmala,Retail,2021-02-28,LV,1951-02-15,74,65+
100339,Andris,Kreicbergs,M,Ogre,Retail,2021-07-06,LV,1940-07-21,85,65+
100340,Rihards,Jansons,M,Liepaja,Retail,2024-08-25,LV,1997-10-07,28,25-34
100341,Maija,Abele,M,Ventspils,Retail,2015-07-21,LV,1940-12-23,85,65+
100342,Maija,Abele,M,Valmiera,SME,2025-04-17,LV,1973-07-16,52,45-54
100343,Roberts,Kalnina,F,Valmiera,Retail,2017-08-11,LV,1987-07-08,38,35-44
100344,Laura,Liepa,M,Daugavpils,Retail,2022-08-27,LV,1940-03-21,85,65+
100345,Elina,Eglitis,F,Daugavpils,SME,2021-04-24,LV,1955-12-01,70,65+
100346,Anna,Berzins,F,Liepaja,Retail,2021-04-30,LV,2000-02-25,25,25-34
100347,Karlis,Kreicbergs,F,Daugavpils,Retail,2022-07-21,LV,2003-07-08,22,18-24
100348,Maija,Upenieks,M,Jelgava,Retail,2016-04-22,LV,2002-03-26,23,18-24
100349,Aleksandrs,Abele,F,Ventspils,Retail,2024-10-06,LV,1961-12-17,64,55-64
100350,Marta,Jansons,F,Liepaja,Retail,2017-05-05,LV,2006-08-02,19,18-24
100351,Karlis,Kalnina,F,Riga,SME,2024-01-03,LV,1965-09-08,60,55-64
100352,Liga,Krastins,M,Jurmala,Retail,2021-03-30,LV,1955-02-15,70,65+
100353,Andris,Lacis,M,Liepaja,Retail,2021-10-09,LV,1990-03-26,35,35-44
100354,Maija,Jansons,F,Liepaja,Retail,2020-05-07,LV,1996-08-22,29,25-34
100355,Marta,Berzins,M,Valmiera,Retail,2019-09-28,LV,1968-09-18,57,55-64
100356,Maija,Eglitis,F,Cesis,Retail,2019-04-01,LV,1986-10-11,39,35-44
100357,Anna,Kalnina,F,Cesis,Retail,2016-12-05,LV,2001-08-20,24,18-24
100358,Liga,Krastins,M,Jelgava,Retail,2015-06-11,LV,1955-12-17,70,65+
100359,Ilze,Kalnina,F,Riga,Retail,2018-03-02,LV,1987-07-27,38,35-44
100360,Maija,Kalejs,M,Valmiera,SME,2023-06-28,LV,1978-09-15,47,45-54
100361,Rihards,Kreicbergs,M,Riga,Retail,2023-10-23,LV,1972-03-24,53,45-54
100362,Aleksandrs,Kalnina,F,Jelgava,Retail,2021-08-01,LV,1962-08-15,63,55-64
100363,Maija,Sproge,M,Cesis,Retail,2024-07-22,LV,1949-05-25,76,65+
100364,Elina,Kalejs,M,Liepaja,Retail,2017-01-01,LV,1973-04-27,52,45-54
100365,Karlis,Kalejs,F,Daugavpils,Retail,2019-06-15,LV,1991-11-09,34,25-34
100366,Karlis,Berzins,F,Daugavpils,Retail,2019-06-06,LV,1949-09-16,76,65+
100367,Anna,Sproge,M,Ogre,Retail,2022-08-05,LV,1958-11-08,67,65+
100368,Aleksandrs,Ozolins,M,Jurmala,Retail,2018-08-26,LV,1997-05-15,28,25-34
100369,Liga,Jansons,F,Jelgava,SME,2025-05-30,LV,1940-02-23,85,65+
100370,Rihards,Lacis,M,Jurmala,SME,2019-11-10,LV,1943-05-08,82,65+
100371,Kristaps,Eglitis,M,Jurmala,SME,2023-05-11,LV,1955-05-11,70,65+
100372,Aleksandrs,Vilsons,M,Cesis,Retail,2018-05-28,LV,1963-06-18,62,55-64
100373,Karlis,Jansons,M,Cesis,Retail,2017-02-01,LV,1941-02-05,84,65+
100374,Elina,Kalnina,M,Liepaja,Retail,2017-04-23,LV,1971-03-08,54,45-54
100375,Ilze,Eglitis,M,Valmiera,Retail,2016-04-05,LV,1963-07-23,62,55-64
100376,Anna,Abele,M,Cesis,Retail,2022-09-09,LV,1951-03-23,74,65+
100377,Kristaps,Ozolins,F,Daugavpils,Retail,2017-12-08,LV,1989-04-03,36,35-44
100378,Elina,Abele,F,Jurmala,Retail,2022-07-28,LV,1974-07-14,51,45-54
100379,Liga,Sproge,F,Ogre,Retail,2016-06-29,LV,1972-06-18,53,45-54
100380,Andris,Ezerina,F,Ventspils,Retail,2020-06-08,LV,1972-08-14,53,45-54
100381,Liga,Abele,F,Jelgava,Retail,2020-11-28,LV,2000-01-07,25,25-34
100382,Elina,Upenieks,M,Ogre,Retail,2016-02-08,LV,1990-07-13,35,35-44
100383,Andris,Kreicbergs,M,Daugavpils,Retail,2024-05-10,LV,1982-10-23,43,35-44
100384,Janis,Jansons,M,Cesis,Retail,2024-03-22,LV,1951-01-28,74,65+
100385,Anna,Vilsons,M,Valmiera,Retail,2019-12-10,LV,2006-10-13,19,18-24
100386,Aleksandrs,Upenieks,F,Liepaja,Retail,2020-02-07,LV,2004-08-01,21,18-24
100387,Andris,Ezerina,M,Ventspils,Retail,2017-09-05,LV,1972-06-10,53,45-54
100388,Laura,Berzins,M,Riga,Retail,2017-12-17,LV,1979-07-28,46,45-54
100389,Andris,Vilsons,F,Ogre,Retail,2021-02-24,LV,1982-07-18,43,35-44
100390,Marta,Abele,M,Valmiera,Retail,2023-08-28,LV,1983-12-24,42,35-44
100391,Ilze,Kalnina,M,Riga,SME,2018-10-25,LV,1968-09-26,57,55-64
100392,Marta,Krastins,F,Ventspils,Retail,2017-01-24,LV,1952-10-08,73,65+
100393,Aleksandrs,Ozolins,M,Jelgava,Retail,2018-06-02,LV,1951-08-08,74,65+
100394,Aleksandrs,Lacis,M,Jelgava,Retail,2017-05-12,LV,1985-05-14,40,35-44
100395,Anna,Liepa,M,Jurmala,SME,2019-01-11,LV,1941-08-01,84,65+
100396,Aleksandrs,Vilsons,M,Ventspils,Retail,2023-05-28,LV,1974-07-11,51,45-54
100397,Karlis,Lacis,M,Ventspils,Retail,2015-06-13,LV,1947-11-22,78,65+
100398,Andris,Lacis,F,Riga,Retail,2021-02-20,LV,1965-07-24,60,55-64
100399,Andris,Abele,F,Valmiera,SME,2024-06-04,LV,1973-03-27,52,45-54
100400,Janis,Ozolins,F,Riga,Retail,2024-09-26,LV,1946-08-05,79,65+
100401,Kristaps,Eglitis,F,Liepaja,Retail,2021-04-11,LV,1997-10-18,28,25-34
100402,Aleksandrs,Jansons,F,Jelgava,Retail,2022-12-14,LV,1968-01-13,57,55-64
100403,Marta,Lacis,F,Jelgava,Retail,2024-05-20,LV,1975-10-19,50,45-54
100404,Aleksandrs,Kalejs,M,Jurmala,Retail,2017-03-17,LV,1960-11-01,65,65+
100405,Liga,Ezerina,F,Liepaja,Retail,2025-05-30,LV,1975-02-21,50,45-54
100406,Janis,Kreicbergs,F,Jelgava,Retail,2016-06-19,LV,1949-07-05,76,65+
100407,Karlis,Ozolins,M,Riga,Retail,2016-02-13,LV,1963-08-06,62,55-64
100408,Karlis,Kalnina,M,Liepaja,Retail,2020-04-05,LV,2003-01-09,22,18-24
100409,Maija,Sproge,F,Riga,Corporate,2021-10-10,LV,1988-07-11,37,35-44
100410,Andris,Kalnina,M,Jelgava,Retail,2023-02-22,LV,1975-04-15,50,45-54
100411,Karlis,Ozolins,F,Jelgava,Retail,2023-12-11,LV,1963-06-11,62,55-64
100412,Andris,Kalnina,M,Valmiera,Retail,2021-12-27,LV,1962-07-09,63,55-64
100413,Maija,Lacis,F,Ogre,Retail,2021-12-19,LV,2001-07-09,24,18-24
100414,Elina,Jansons,M,Ogre,Retail,2024-10-12,LV,1976-02-16,49,45-54
100415,Ilze,Kalnina,M,Jurmala,Retail,2016-04-03,LV,1951-01-24,74,65+
100416,Roberts,Vilsons,F,Riga,Retail,2017-02-17,LV,1994-09-02,31,25-34
100417,Rihards,Kalejs,F,Riga,Retail,2020-05-23,LV,1952-06-08,73,65+
100418,Karlis,Kalnina,F,Daugavpils,Retail,2016-04-05,LV,1962-11-03,63,55-64
100419,Kristaps,Kalejs,F,Liepaja,Retail,2022-08-28,LV,1969-11-02,56,55-64
100420,Liga,Krastins,F,Cesis,Retail,2022-12-04,LV,1956-01-08,69,65+
100421,Dace,Abele,M,Ogre,SME,2023-10-20,LV,2001-04-27,24,18-24
100422,Elina,Berzins,F,Jelgava,Retail,2020-11-10,LV,1952-01-20,73,65+
100423,Karlis,Jansons,F,Jurmala,Corporate,2017-03-08,LV,1998-03-08,27,25-34
100424,Andris,Ezerina,M,Cesis,Retail,2024-05-18,LV,1958-03-16,67,65+
100425,Ilze,Lacis,M,Ventspils,SME,2024-12-31,LV,1988-11-04,37,35-44
100426,Maija,Berzins,F,Jurmala,Retail,2018-02-04,LV,1951-10-07,74,65+
100427,Marta,Lacis,M,Ventspils,Retail,2017-03-12,LV,2000-08-23,25,25-34
100428,Rihards,Abele,M,Ventspils,Retail,2022-05-12,LV,1958-05-25,67,65+
100429,Dace,Lacis,F,Ventspils,Retail,2023-07-22,LV,1948-06-06,77,65+
100430,Ilze,Krastins,M,Valmiera,Retail,2015-12-11,LV,1967-10-20,58,55-64
100431,Ilze,Jansons,M,Valmiera,Retail,2017-02-10,LV,1991-12-23,34,25-34
100432,Karlis,Ozolins,F,Valmiera,Retail,2023-10-25,LV,1955-02-25,70,65+
100433,Elina,Ozolins,F,Cesis,Retail,2017-08-08,LV,1951-03-10,74,65+
100434,Laura,Kalejs,M,Jurmala,Retail,2020-03-04,LV,1964-02-19,61,55-64
100435,Dace,Abele,M,Jurmala,Retail,2017-10-20,LV,1991-01-10,34,25-34
100436,Rihards,Kalejs,F,Jelgava,Retail,2017-10-03,LV,1992-10-22,33,25-34
100437,Anna,Krastins,M,Valmiera,Retail,2020-06-27,LV,1962-07-13,63,55-64
100438,Roberts,Kreicbergs,M,Jelgava,Retail,2018-11-02,LV,1955-12-07,70,65+
100439,Anna,Kalnina,M,Liepaja,Retail,2020-11-20,LV,1996-02-19,29,25-34
100440,Laura,Liepa,F,Jelgava,Retail,2023-10-30,LV,1978-12-27,47,45-54
100441,Andris,Kreicbergs,M,Cesis,Retail,2019-11-01,LV,1992-11-08,33,25-34
100442,Andris,Kalnina,M,Ogre,Retail,2016-05-05,LV,1981-02-23,44,35-44
100443,Liga,Jansons,F,Ventspils,Retail,2019-04-07,LV,1997-05-28,28,25-34
100444,Dace,Kalejs,M,Valmiera,Retail,2018-05-04,LV,1978-11-20,47,45-54
100445,Anna,Ezerina,M,Ogre,Retail,2024-05-15,LV,1953-02-26,72,65+
100446,Andris,Jansons,F,Jelgava,Retail,2019-09-02,LV,1944-10-26,81,65+
100447,Laura,Krastins,F,Ventspils,Retail,2017-02-16,LV,1974-01-12,51,45-54
100448,Karlis,Upenieks,F,Jurmala,Retail,2020-02-25,LV,1957-09-14,68,65+
100449,Janis,Upenieks,F,Riga,Retail,2025-06-14,LV,1948-11-12,77,65+
100450,Maija,Upenieks,M,Ventspils,Retail,2024-01-28,LV,1997-02-17,28,25-34
100451,Janis,Krastins,M,Cesis,Retail,2016-08-03,LV,1956-11-11,69,65+
100452,Aleksandrs,Ezerina,F,Cesis,Retail,2023-07-20,LV,1946-01-28,79,65+
100453,Rihards,Lacis,F,Jelgava,Retail,2017-11-13,LV,1985-07-27,40,35-44
100454,Anna,Jansons,M,Liepaja,Retail,2025-01-25,LV,1952-08-04,73,65+
100455,Liga,Kalnina,F,Cesis,Retail,2024-11-17,LV,1979-07-12,46,45-54
100456,Aleksandrs,Krastins,M,Cesis,SME,2017-08-16,LV,1981-11-27,44,35-44
100457,Andris,Upenieks,F,Jelgava,Retail,2017-11-29,LV,1948-08-23,77,65+
100458,Marta,Ezerina,M,Ventspils,SME,2025-04-18,LV,1989-03-14,36,35-44
100459,Kristaps,Abele,F,Liepaja,Retail,2020-09-28,LV,1966-03-24,59,55-64
100460,Marta,Krastins,F,Ogre,Retail,2024-08-03,LV,2005-09-21,20,18-24
100461,Laura,Sproge,M,Riga,Retail,2015-09-13,LV,1944-05-20,81,65+
100462,Dace,Lacis,F,Valmiera,Retail,2015-06-26,LV,1968-09-25,57,55-64
100463,Ilze,Kalnina,M,Jurmala,Retail,2016-05-19,LV,1976-08-15,49,45-54
100464,Maija,Upenieks,M,Cesis,Retail,2015-10-10,LV,1977-07-27,48,45-54
100465,Anna,Eglitis,M,Jelgava,Retail,2024-10-23,LV,1947-12-19,78,65+
100466,Rihards,Ozolins,M,Valmiera,Corporate,2019-07-03,LV,2004-05-11,21,18-24
100467,Liga,Ezerina,M,Jurmala,Retail,2018-08-02,LV,1956-04-27,69,65+
100468,Liga,Ozolins,F,Jurmala,Retail,2024-09-25,LV,1984-02-09,41,35-44
100469,Rihards,Kreicbergs,F,Ogre,Retail,2022-02-01,LV,1943-08-08,82,65+
100470,Laura,Ozolins,M,Ogre,Retail,2015-07-08,LV,1975-08-19,50,45-54
100471,Elina,Kalnina,F,Ogre,Retail,2023-06-22,LV,1970-10-22,55,55-64
100472,Andris,Vilsons,M,Daugavpils,Retail,2024-04-13,LV,1958-07-11,67,65+
100473,Kristaps,Kalejs,F,Daugavpils,SME,2019-12-05,LV,2000-01-16,25,25-34
100474,Roberts,Kalnina,F,Jurmala,Retail,2020-02-21,LV,1993-06-06,32,25-34
100475,Roberts,Lacis,F,Ogre,Retail,2023-03-20,LV,1978-08-07,47,45-54
100476,Roberts,Sproge,F,Cesis,Retail,2019-03-02,LV,1958-06-26,67,65+
100477,Anna,Kalnina,M,Valmiera,Retail,2021-11-28,LV,1978-05-11,47,45-54
100478,Roberts,Krastins,M,Valmiera,Retail,2020-01-23,LV,2006-05-20,19,18-24
100479,Karlis,Ezerina,F,Daugavpils,Retail,2022-09-19,LV,1984-12-09,41,35-44
100480,Janis,Liepa,F,Jurmala,Retail,2016-03-29,LV,1952-09-01,73,65+
100481,Liga,Ezerina,M,Jelgava,Retail,2016-01-08,LV,1997-09-07,28,25-34
100482,Kristaps,Kalejs,F,Ventspils,Retail,2017-09-09,LV,1959-02-08,66,65+
100483,Janis,Eglitis,M,Ventspils,Retail,2022-06-24,LV,2000-12-14,25,25-34
100484,Ilze,Ozolins,M,Daugavpils,Retail,2022-01-26,LV,1978-08-18,47,45-54
100485,Kristaps,Kalejs,M,Jelgava,Retail,2023-03-29,LV,1940-04-23,85,65+
100486,Janis,Ozolins,F,Daugavpils,Retail,2022-11-25,LV,1942-08-21,83,65+
100487,Kristaps,Kreicbergs,M,Ventspils,Retail,2018-06-21,LV,2001-12-16,24,18-24
100488,Ilze,Kalejs,F,Jelgava,Retail,2020-10-14,LV,2002-08-26,23,18-24
100489,Aleksandrs,Upenieks,M,Ogre,Retail,2025-04-27,LV,1964-01-03,61,55-64
100490,Karlis,Lacis,F,Jurmala,Retail,2017-06-11,LV,1995-05-08,30,25-34
100491,Anna,Lacis,F,Valmiera,Retail,2020-04-26,LV,1972-07-23,53,45-54
100492,Anna,Ozolins,F,Liepaja,Retail,2020-06-07,LV,1977-04-10,48,45-54
100493,Laura,Eglitis,M,Jurmala,Retail,2020-11-16,LV,1945-11-19,80,65+
100494,Rihards,Upenieks,M,Ogre,Retail,2021-10-13,LV,1997-06-16,28,25-34
100495,Andris,Berzins,F,Ventspils,Retail,2017-03-23,LV,1983-09-17,42,35-44
100496,Liga,Jansons,F,Ogre,Retail,2021-04-21,LV,1984-06-14,41,35-44
100497,Roberts,Jansons,F,Daugavpils,SME,2023-10-05,LV,1971-12-18,54,45-54
100498,Karlis,Eglitis,M,Jelgava,Retail,2024-07-21,LV,1984-06-12,41,35-44
100499,Marta,Liepa,M,Valmiera,Retail,2016-10-21,LV,2000-12-15,25,25-34
100500,Roberts,Berzins,M,Cesis,Retail,2020-06-05,LV,1986-05-10,39,35-44
100501,Andris,Kreicbergs,M,Daugavpils,Retail,2019-02-11,LV,1960-05-08,65,65+
100502,Liga,Eglitis,F,Jurmala,SME,2022-12-08,LV,1975-02-24,50,45-54
100503,Dace,Upenieks,F,Daugavpils,Retail,2017-01-31,LV,1958-04-11,67,65+
100504,Andris,Jansons,M,Jurmala,SME,2019-07-21,LV,1959-02-24,66,65+
100505,Karlis,Krastins,M,Cesis,SME,2022-08-25,LV,1996-09-25,29,25-34
100506,Janis,Jansons,F,Riga,SME,2019-03-21,LV,1957-12-06,68,65+
100507,Kristaps,Jansons,M,Valmiera,Retail,2017-05-25,LV,1986-04-07,39,35-44
100508,Rihards,Upenieks,M,Liepaja,Retail,2016-08-24,LV,1988-12-16,37,35-44
100509,Rihards,Abele,M,Ogre,Retail,2015-11-11,LV,1953-05-24,72,65+
100510,Marta,Eglitis,M,Riga,Retail,2019-12-09,LV,1954-10-25,71,65+
100511,Karlis,Kalnina,M,Daugavpils,Retail,2021-07-15,LV,1970-09-20,55,55-64
100512,Ilze,Ezerina,M,Ogre,Retail,2025-06-20,LV,1940-05-04,85,65+
100513,Dace,Kreicbergs,F,Riga,Retail,2022-02-11,LV,1993-04-10,32,25-34
100514,Ilze,Jansons,M,Jelgava,Retail,2019-03-23,LV,1942-04-12,83,65+
100515,Anna,Ezerina,M,Jelgava,Retail,2017-09-19,LV,1955-03-10,70,65+
100516,Laura,Lacis,F,Ogre,Retail,2020-07-27,LV,1996-01-23,29,25-34
100517,Anna,Krastins,F,Jurmala,Retail,2024-10-29,LV,1951-09-05,74,65+
100518,Andris,Ozolins,F,Jurmala,Retail,2020-04-27,LV,1955-05-02,70,65+
100519,Roberts,Eglitis,M,Daugavpils,Retail,2018-03-25,LV,1963-01-18,62,55-64
100520,Janis,Sproge,F,Riga,Retail,2017-09-17,LV,1967-05-23,58,55-64
100521,Marta,Upenieks,M,Riga,Retail,2023-06-24,LV,1947-03-21,78,65+
100522,Andris,Abele,M,Ogre,SME,2023-10-04,LV,1975-08-04,50,45-54
100523,Maija,Lacis,M,Ventspils,Retail,2022-12-10,LV,1947-01-19,78,65+
100524,Dace,Eglitis,F,Jelgava,Retail,2023-06-27,LV,1997-05-16,28,25-34
100525,Rihards,Kreicbergs,F,Riga,Retail,2020-04-01,LV,1999-08-15,26,25-34
100526,Dace,Krastins,F,Ogre,Retail,2023-06-18,LV,1989-06-06,36,35-44
100527,Andris,Abele,F,Cesis,Retail,2015-05-25,LV,1967-01-09,58,55-64
100528,Andris,Kreicbergs,F,Liepaja,Retail,2016-07-13,LV,1980-08-04,45,45-54
100529,Karlis,Lacis,M,Cesis,Retail,2021-09-09,LV,2003-02-13,22,18-24
100530,Roberts,Eglitis,M,Valmiera,Retail,2023-08-07,LV,1966-08-03,59,55-64
100531,Anna,Kalnina,M,Daugavpils,Retail,2022-10-12,LV,2002-10-21,23,18-24
100532,Rihards,Lacis,M,Riga,Retail,2019-02-04,LV,1956-11-02,69,65+
100533,Laura,Sproge,F,Valmiera,Corporate,2018-08-29,LV,1972-03-05,53,45-54
100534,Roberts,Kreicbergs,F,Valmiera,SME,2024-12-03,LV,1968-10-10,57,55-64
100535,Kristaps,Abele,M,Ogre,Retail,2021-01-01,LV,1952-02-08,73,65+
100536,Karlis,Abele,F,Riga,Retail,2015-10-30,LV,1985-02-18,40,35-44
100537,Karlis,Ezerina,F,Liepaja,Retail,2015-11-11,LV,1974-07-20,51,45-54
100538,Marta,Kreicbergs,M,Ogre,Retail,2019-10-15,LV,1945-10-26,80,65+
100539,Janis,Vilsons,M,Ogre,Retail,2023-06-03,LV,1986-10-08,39,35-44
100540,Laura,Eglitis,F,Daugavpils,SME,2025-03-01,LV,1964-09-13,61,55-64
100541,Liga,Vilsons,F,Daugavpils,Retail,2023-01-03,LV,2005-08-15,20,18-24
100542,Aleksandrs,Liepa,M,Jelgava,Retail,2019-11-11,LV,1949-05-28,76,65+
100543,Liga,Eglitis,M,Jelgava,Retail,2024-02-17,LV,1995-10-14,30,25-34
100544,Andris,Kreicbergs,M,Jurmala,Corporate,2015-02-20,LV,1969-05-19,56,55-64
100545,Elina,Berzins,F,Ventspils,Retail,2016-10-29,LV,1944-10-02,81,65+
100546,Rihards,Krastins,M,Riga,Retail,2022-05-01,LV,1972-10-24,53,45-54
100547,Elina,Kreicbergs,M,Riga,Retail,2017-04-12,LV,2004-02-25,21,18-24
100548,Karlis,Vilsons,F,Valmiera,Retail,2019-07-02,LV,1957-04-21,68,65+
100549,Roberts,Kalnina,F,Riga,Retail,2021-03-22,LV,1988-04-09,37,35-44
100550,Kristaps,Krastins,F,Riga,SME,2021-11-10,LV,1950-11-03,75,65+
100551,Marta,Kreicbergs,F,Ventspils,Retail,2021-03-23,LV,1965-03-08,60,55-64
100552,Maija,Kreicbergs,F,Jelgava,Retail,2015-10-09,LV,2002-03-18,23,18-24
100553,Elina,Kalnina,M,Jelgava,Retail,2021-10-25,LV,1998-02-06,27,25-34
100554,Marta,Kreicbergs,M,Liepaja,Retail,2015-11-14,LV,1966-01-14,59,55-64
100555,Karlis,Krastins,F,Riga,Retail,2024-09-13,LV,1988-08-23,37,35-44
100556,Janis,Jansons,F,Ventspils,Retail,2024-07-23,LV,1972-10-16,53,45-54
100557,Ilze,Berzins,F,Jelgava,Retail,2018-04-24,LV,1940-05-02,85,65+
100558,Liga,Ozolins,F,Ventspils,Retail,2021-03-02,LV,1960-04-10,65,65+
100559,Kristaps,Berzins,F,Cesis,Retail,2024-05-30,LV,1994-12-10,31,25-34
100560,Rihards,Upenieks,M,Riga,Retail,2019-11-29,LV,1945-12-28,80,65+
100561,Anna,Sproge,M,Liepaja,SME,2016-04-01,LV,1944-08-03,81,65+
100562,Andris,Ezerina,M,Valmiera,Retail,2021-07-28,LV,1942-11-08,83,65+
100563,Marta,Kreicbergs,M,Jelgava,Retail,2023-07-31,LV,1992-05-26,33,25-34
100564,Janis,Jansons,F,Cesis,Retail,2022-08-30,LV,1962-11-19,63,55-64
100565,Maija,Eglitis,M,Ventspils,Retail,2024-05-09,LV,1992-11-26,33,25-34
100566,Aleksandrs,Kreicbergs,F,Daugavpils,Retail,2019-10-05,LV,1976-04-14,49,45-54
100567,Liga,Vilsons,F,Ogre,Retail,2025-05-24,LV,1956-02-18,69,65+
100568,Anna,Lacis,F,Riga,Retail,2017-01-08,LV,1940-04-21,85,65+
100569,Rihards,Jansons,M,Riga,Retail,2017-03-10,LV,1990-03-09,35,35-44
100570,Liga,Kalnina,F,Cesis,Retail,2016-08-23,LV,1984-03-03,41,35-44
100571,Karlis,Jansons,M,Ventspils,Retail,2021-09-13,LV,1943-01-06,82,65+
100572,Aleksandrs,Upenieks,M,Jurmala,Corporate,2021-05-07,LV,2001-05-20,24,18-24
100573,Liga,Kalnina,F,Riga,Retail,2020-10-08,LV,2004-12-27,21,18-24
100574,Laura,Liepa,F,Jurmala,Retail,2024-06-28,LV,1971-10-10,54,45-54
100575,Maija,Ozolins,F,Daugavpils,SME,2021-03-21,LV,1973-08-04,52,45-54
100576,Janis,Kalejs,M,Cesis,SME,2017-06-15,LV,1978-08-23,47,45-54
100577,Andris,Krastins,F,Ventspils,Retail,2018-05-21,LV,1965-05-23,60,55-64
100578,Elina,Jansons,M,Ventspils,Retail,2025-04-01,LV,1973-07-09,52,45-54
100579,Aleksandrs,Krastins,F,Ogre,Retail,2023-08-30,LV,1993-09-18,32,25-34
100580,Rihards,Abele,F,Jelgava,Retail,2021-10-30,LV,1942-08-15,83,65+
100581,Karlis,Vilsons,M,Jelgava,Retail,2023-07-05,LV,1989-02-20,36,35-44
100582,Laura,Kreicbergs,M,Valmiera,Retail,2015-09-08,LV,1951-01-14,74,65+
100583,Anna,Vilsons,M,Liepaja,Retail,2015-10-09,LV,2004-12-11,21,18-24
100584,Roberts,Krastins,M,Cesis,Retail,2015-08-30,LV,1993-10-09,32,25-34
